timestamp,x,y,theta,fitness,inlier_rmse,iterations,runtime_ms
1769099715.0881736,0.26553117559769257,-0.01386225821308534,-0.03024259798112313,0.8289473684210527,0.08001943295659601,30,0.27370452880859375
1769099716.6458879,0.48705936135346195,-0.03257627236257413,-0.026995655598656562,1.0,0.11104607588743037,30,2.655506134033203
1769099718.2254188,0.7652830085897855,-0.05877623876708665,-0.02489124697000566,1.0,0.07118779938347534,30,0.22745132446289062
1769099719.7893133,1.0701702620567772,-0.08116541106053068,-0.027476296636479266,1.0,0.08247928817093281,30,0.22363662719726562
1769099721.4860816,1.3063203547164712,-0.10249887086788399,-0.04725456928817775,0.96,0.08527196240932954,30,0.2753734588623047
1769099723.1852803,1.5638015915587813,-0.11877560933411663,-0.08904445523670886,0.9894736842105263,0.08038263825980872,30,0.2567768096923828
1769099724.895172,1.8134461558858208,-0.15728549717240642,-0.10525823108447299,0.967391304347826,0.07735085670313574,30,0.24437904357910156
1769099726.5894535,2.087889579998437,-0.1752885154728166,0.031578911807929676,0.979381443298969,0.09052303478189914,30,0.2663135528564453
1769099728.2928905,2.396883950517276,-0.15886743648754026,0.19776307521714429,0.9285714285714286,0.048532752548328624,30,0.21457672119140625
1769099729.9879794,2.7288610826259876,-0.11231771272321532,0.33661564116700615,0.9459459459459459,0.08825387300249989,30,0.38814544677734375
1769099731.6926577,3.0158034337786743,-0.01588397804416157,0.4624167955047425,0.9813084112149533,0.06539170422874112,30,0.40340423583984375
1769099733.38851,3.353749298569014,0.11499340014903565,0.31482737777572495,0.9646017699115044,0.06553986882341498,30,0.2906322479248047
1769099734.3402028,3.5264363632464026,0.15665967296817562,0.12059446167087112,1.0,0.09973246194272835,30,0.2472400665283203
1769099735.347334,3.670710464699342,0.1673805536230288,-0.06379515789469198,1.0,0.0707881570378768,30,0.32401084899902344
1769099736.2917435,3.8035123193594256,0.14972421180994183,-0.21976696510947916,1.0,0.04607592287435132,30,0.28133392333984375
1769099737.2387736,3.9734023200234416,0.10106921524560061,-0.41307854560772705,1.0,0.06465185402355782,30,0.26226043701171875
1769099738.1965568,4.107321235924566,0.011281471995619755,-0.6043374711786869,1.0,0.0650736978059516,30,0.2682209014892578
1769099739.8965101,4.309986814811977,-0.17587537745253673,-0.6840009330436662,1.0,0.06397727943157111,30,0.2770423889160156
1769099741.389357,4.512693126562285,-0.35006478149575054,-0.51586826301489,1.0,0.07594370083896063,30,0.22339820861816406
1769099742.0901227,4.591487534043926,-0.4112646206496259,-0.3888345983578244,0.989010989010989,0.037361431373097505,30,0.2472400665283203
1769099742.7392144,4.668739116145568,-0.4712852338374084,-0.17113902409852352,0.9514563106796117,0.09999287955781609,30,8.516550064086914
1769099743.546631,4.781905842196641,-0.48944644743409677,0.01540210066132708,1.0,0.06340888772362846,30,0.38504600524902344
1769099745.2486696,5.067996765178848,-0.47927408537546157,0.062022773988612785,1.0,0.06541238319421197,30,8.561849594116211
1769099746.94704,5.369604718908023,-0.4732550527750231,0.07433573811604957,0.904,0.060275564899423414,30,0.25653839111328125
1769099748.6408129,5.621898835538037,-0.46320141969873296,0.0795275870575422,0.991304347826087,0.06767655597355643,30,0.2930164337158203
1769099750.339291,5.9342477838418795,-0.4494524406908863,0.11655953569841182,0.928,0.09968110867178856,30,0.2257823944091797
1769099752.0396502,6.2764005952498145,-0.42978407290300963,0.14692941710335838,1.0,0.0817148312403816,30,0.42510032653808594
1769099753.7423139,6.535312863252291,-0.3924380020502801,0.1606462060803127,1.0,0.06273363335832914,30,0.4069805145263672
1769099755.4382641,6.882367264890713,-0.35733146755291045,0.17023719730119138,1.0,0.05333698409792151,30,0.972747802734375
1769099757.1410081,7.1789237375829265,-0.31516511505979317,0.19165553463994536,1.0,0.041793370836962516,30,0.24771690368652344
1769099758.8372438,7.49701583419113,-0.26798313719342415,0.1991790243230881,1.0,0.054762078954821145,30,0.2582073211669922
1769099760.551953,7.796648205002953,-0.2242559495322043,0.216904382104916,0.9818181818181818,0.04991435933130579,30,0.29587745666503906
1769099762.2446296,8.083688116769371,-0.16100149933845476,0.15124989336497344,0.9736842105263158,0.04746002537034533,30,0.23436546325683594
1769099763.9415998,8.347745513147242,-0.13019038979612407,0.06062305585343425,0.9902912621359223,0.07451913591101543,30,0.2880096435546875
1769099765.6493325,8.655235937832822,-0.11591683814423034,0.09325998150579509,0.8869565217391304,0.07365948684456179,30,0.3008842468261719
1769099767.3408422,8.88502267616184,-0.08826651059659456,0.05825981351891883,0.9836065573770492,0.10681263646805673,30,0.3979206085205078
1769099769.0424466,9.210732642834182,-0.0756142885647757,0.02814636546242306,0.972972972972973,0.08509688465522863,30,0.2505779266357422
1769099770.7425284,9.523298973612336,-0.08776014201958167,-0.002034764701933017,0.981651376146789,0.07997222111892328,30,0.24175643920898438
1769099772.544605,9.814819148437863,-0.11247969222566148,-0.06677901051650745,0.9351851851851852,0.0971883992607124,30,0.2200603485107422
1769099774.3043292,10.189953969173907,-0.15590034703617833,-0.2562096862177061,1.0,0.1012120959391698,30,0.2753734588623047
1769099775.849242,10.461982172690142,-0.23734604296393919,-0.30381037839432845,0.9629629629629629,0.06773675714941226,30,0.25343894958496094
1769099777.5397956,10.731015984867874,-0.33545500437603415,-0.33498573427756045,0.9795918367346939,0.06702286577820923,30,0.21219253540039062
1769099779.2498827,10.950095544264402,-0.4273790740085377,-0.23046111063200664,0.9659090909090909,0.07737828379761438,30,0.32973289489746094
1769099780.9457216,11.234800659788693,-0.5038070739849414,-0.1875789182137169,0.8737864077669902,0.11150046605348471,30,0.22673606872558594
1769099782.644889,11.518732353603498,-0.5560792713866727,-0.18602407246597305,0.979381443298969,0.08608036086310118,30,0.2639293670654297
