keyframe_idx,x,y,theta
102,13.538636740187389,-5.994557884403013,-2.1334038039162615
103,13.372074783627022,-6.233214786022937,-2.0062360345921744
104,13.246552012534291,-6.510187026792232,-1.8297534695083173
105,13.185831384226136,-6.803319430812184,-1.6946076700356836
106,13.120054262212085,-7.101399672469395,-1.7360437632593664
107,13.078719991552342,-7.365428565169762,-1.606409667020405
108,13.05503859900215,-7.7196352948927105,-1.6021290307524487
109,13.029988708849547,-8.111283575948251,-1.5976520820383715
110,13.020981795692888,-8.440845846031468,-1.4589761791832658
111,13.065328033105626,-8.722161467257934,-1.269803096456504
112,13.165505663042346,-8.999495110965144,-1.1039425168487347
113,13.28775841972387,-9.271185103491778,-1.0639608423119422
114,13.40865435221912,-9.530703761890733,-1.2146535094152495
115,13.470146883238536,-9.824206249956497,-1.3838011033292388
116,13.491014866986161,-10.146309725806022,-1.5668728772196336
117,13.470086161738855,-10.489647531081431,-1.6112138516947034
118,13.451817595878625,-10.789369857683841,-1.656371374720759
119,13.399961853810309,-11.085262102517243,-1.8079797146924395
120,13.306864558667268,-11.354631253214512,-1.9821622233774434
121,13.15275132456382,-11.853503784771222,-1.9903382826584395
122,13.016580230486415,-12.123187076293695,-1.9981560919831547
123,12.849213537016269,-12.39397388316531,-2.031478094084394
124,12.705095107068866,-12.66404922639242,-2.033345316292093
125,12.575261972908077,-12.925170823719283,-2.0354267480908943
126,12.43093832727841,-13.160524622307166,-2.1085758337438096
127,12.247810940044197,-13.388309706693391,-2.2885522086048393
128,12.084948280010584,-13.532288489724438,-2.457162054027862
129,11.832859624984103,-13.66337677236154,-2.6421226047292046
130,11.664083218552607,-13.797757195650556,-2.8364767023636217
131,11.427879804495252,-13.837847848024643,-3.0277123797407524
132,11.144045684594419,-13.82982630544932,-3.2047999742997018
133,10.731287071666669,-13.797892141634087,-3.288418306249831
134,10.467246143238395,-13.719185098470902,2.9505915105409306
135,10.147766810749014,-13.651825626391913,2.954413974327992
136,9.865653569404111,-13.584868572946311,2.9746403742607757
137,9.573585398439873,-13.518630663508846,2.971614665072024
138,9.290296218387873,-13.47659262397183,-3.2449818294163655
139,8.9951040759602,-13.431490434834625,-3.259101515888536
140,8.706964095578261,-13.382729477558359,-3.267765759147775
141,8.41774884254049,-13.33643280067716,-3.2691067711949406
142,8.118573202697343,-13.293859605078547,-3.283453320317395
143,7.84666301391304,-13.244953011021712,2.9951646662750444
144,7.519881149813363,-13.211111137391534,2.991856265851758
145,7.259238026927997,-13.1692911567776,2.9875082363774434
146,7.0530259914101485,-13.18434401867066,-3.253320241471564
147,6.773448802795914,-13.147822561735323,-3.183818408596879
148,6.490137673103179,-13.148198220311059,-3.170689211102018
149,6.198509645794135,-13.133912340239947,-3.1996139552483553
150,5.872564379982022,-13.053686951844874,-3.262702128516661
151,5.575361563054219,-12.97031367071935,-3.27789376163304
152,5.302545073121425,-12.92305862086414,-3.256628409728998
153,5.083916183998582,-12.94210981898856,-3.0784496855506513
154,4.8131925282240715,-12.968052874793482,-3.0631309121670074
155,4.468855694910649,-12.957541680912191,-3.0586207481676055
156,4.176476820880363,-12.972807591898988,-3.040512988646631
157,3.862566005514673,-12.975414908725709,-3.0146754088514083
158,3.6105830801429977,-13.02095727241715,-3.028148212079745
159,3.341313402788994,-12.987251465196046,-3.1760309200453647
160,2.980498703986155,-12.973160319979774,-3.1507908433198466
161,2.65668678312819,-12.958979372409582,-3.117101771033213
162,2.3629327269583373,-12.986584562274443,-3.1057601771704966
163,2.0378302044285603,-12.99238140093991,-3.0945515425518217
164,1.674884941272528,-12.95505281519025,-3.2346397136799343
165,1.4139675059878474,-12.908125579496714,2.855884627287444
166,1.1080162401531852,-12.794575062011372,2.7600213552790653
167,0.8607401400179112,-12.675113490393043,2.8109901875011714
168,0.5799622855400236,-12.555290386953384,2.8046579093105843
169,0.30799523259285877,-12.437903313254306,2.837951740104295
170,0.0009799901920881512,-12.358523979897509,2.8750053987865054
171,-0.2798512653276331,-12.276127950712185,2.879396761778947
172,-0.5265944099390623,-12.160956192829557,2.711589739254423
173,-0.74869641921827,-12.04109139316772,2.541275021660411
174,-0.9719620471424387,-11.816730864396341,2.360060729401547
175,-1.1520515296849154,-11.535042766439071,2.305734379022165
176,-1.323037051482799,-11.343101291953976,2.26589049375481
177,-1.502927345981546,-11.152944158731428,2.2125434013640186
178,-1.6739374245138565,-10.888290509464786,2.0553498441115203
179,-1.7900343171436424,-10.565261071824906,1.9435744329368834
180,-1.9066165877526606,-10.261738147509456,1.8577473251400995
181,-1.978402820564415,-9.982205107016577,1.731784192493278
182,-2.012012068357236,-9.713281610693542,1.6883873988692242
183,-2.0360848764939585,-9.418104356422205,1.6687684952089759
184,-2.0091998388849666,-9.224964991248218,1.6393655778946687
185,-2.014075745811457,-8.921470710794264,1.5762319595091034
186,-1.9765341817738789,-8.658079113391475,1.5220200170706824
187,-1.94796134796828,-8.381492934476528,1.4919898153995468
188,-1.9072001688963562,-8.05750423683944,1.4362857202122603
189,-1.8586109013573187,-7.744105577391163,1.3733269721833516
190,-1.782105871633923,-7.446208346641429,1.4640700142936967
191,-1.7301754715478024,-7.111038849223603,1.4906886651153723
192,-1.649834777717817,-6.750273251450623,1.5164900017592935
193,-1.6065493579401056,-6.448124598743918,1.5295098562310547
194,-1.5668917076879765,-6.191593295651194,1.5421225486357688
195,-1.5552128361509696,-5.91683206982666,1.5504407707118382
196,-1.550522158480923,-5.669775901131888,1.5433062678356826
197,-1.5327471333636173,-5.368805663600065,1.5777574758758757
198,-1.5563286663985032,-5.0747554829512795,1.7679295292625519
199,-1.618073489003015,-4.782236014475362,1.7739264218013975
200,-1.6716640450080917,-4.507818429989983,1.772575919765034
201,-1.7222144032424676,-4.221927043347538,1.7880958499004804
202,-1.7662390656344362,-3.9313578127490714,1.7831633456066978
203,-1.8207381221813672,-3.6471711272426393,1.8026083214438529
204,-1.8835954766008696,-3.3370047683772843,1.7958051490198796
205,-1.9510662593759958,-2.9523011160363346,1.6782189593571601
206,-1.944968742810556,-2.785276902154713,1.5112944196654912
207,-1.8894864459419678,-2.557794236014618,1.3986943413903437
208,-1.83902082839482,-2.3004196097876064,1.4143977147327842
209,-1.825764942899474,-2.0341398861734286,1.5377529947175328
210,-1.8032806979236788,-1.6945922220802903,1.467695927117436
211,-1.7581007431177174,-1.4525430795962317,1.3094052197650612
212,-1.6606983680575609,-1.2058293278218994,1.1339724324109663
213,-1.518658630095353,-0.985460055656771,0.9573646630277478
214,-1.3453972609245965,-0.7971106360739508,0.7805746147340821
215,-1.1386400002885224,-0.6309587621772043,0.6081806078710085
216,-0.9221994626168387,-0.5085590908837337,0.4320106716041481
217,-0.7017551940677488,-0.4306625656687274,0.2609077778648865
218,-0.40591305788588855,-0.38875497411509824,0.07306779513988179
219,-0.12000995475885178,-0.3927330241147452,-0.05973115197797235
220,0.18984974669288596,-0.42383332005540963,-0.036354380101694256
221,0.4770089546323377,-0.44033917932754024,0.10768278507441718
222,0.6413693036359943,-0.40796719571947304,0.2802277335138538
223,0.9830786679689849,-0.33082083891416675,0.351560945073264
224,1.2460841305119745,-0.228646946569481,0.2394858598122698
225,1.4936731863858188,-0.18340612075344856,0.09188090048601695
