keyframe_idx,x,y,theta
0,0.0,0.0,0.0
1,0.34987727341046393,-0.009488088526619748,-0.014086806744830671
2,0.5797346158694633,-0.027296747305062177,-0.01450135267950478
3,0.8794501227124247,-0.04925949487312635,-0.016766623780511435
4,1.2853851685895694,-0.06197099640056354,-0.020235878877672794
5,1.5583748312146897,-0.08185397416438696,-0.042958024100413834
6,1.889197347746815,-0.1059048504722536,-0.08467219132365036
7,2.1794960751030086,-0.1594181538199878,-0.10686131189607821
8,2.4352198946257757,-0.18334647193526435,0.03078079543663715
9,2.741497803100287,-0.17002998544480752,0.19556929322049124
10,3.0289472594097435,-0.1167931168411352,0.3320764611663311
11,3.2881763903559573,-0.01731161200293129,0.4570336626895629
12,3.612143219592485,0.100078054959858,0.3087191807937778
13,3.858992202398711,0.13499832173424395,0.11844798912961113
14,4.023820221813956,0.1420482383245323,-0.06435075163813529
15,4.1545338080075,0.1252876771556247,-0.21770996584729094
16,4.339396896549233,0.0765359287650903,-0.4079903384301342
17,4.493114804253161,-0.01782552910853832,-0.6041733261310488
18,4.729211674587485,-0.20694838996903703,-0.6749754926786714
19,4.961166681303579,-0.374223704975347,-0.5001276482751674
20,5.038201722535001,-0.43783443863964183,-0.3687901170649103
21,5.172833191907236,-0.5049675110572442,-0.16485537124165983
22,5.343920162394175,-0.5224107994862343,0.025034304416510125
23,5.6214315533155,-0.5129753844933663,0.07279005666838746
24,5.939696277414804,-0.5049291704912966,0.09165176051780764
25,6.2358564011000395,-0.4912835903836304,0.0987576625941232
26,6.549864326219344,-0.4725522943635013,0.13468278840859524
27,6.944345420556268,-0.45886067838638245,0.15114396095439064
28,7.224097767557967,-0.41344103539117655,0.17277392875945607
29,7.566533737924319,-0.3702133898174671,0.18477391073162042
30,7.855118384927177,-0.32783009381687334,0.20580836205537492
31,8.133420430226526,-0.2745953590416383,0.223623637646439
32,8.434432957000654,-0.22145660218288055,0.2415100389414092
33,8.708813714058198,-0.1487361802066815,0.17745144643472838
34,9.012380804785787,-0.10944704599985777,0.08583124922790707
35,9.351073954935147,-0.09887496129449211,0.1062480483412506
36,9.61578088586148,-0.08839929913300404,0.053953087094760904
37,9.939563749523145,-0.08243962169523993,0.028500624959636057
38,10.214201967067284,-0.09400566851421516,0.004390584058072791
39,10.481250089734033,-0.10450456776631946,-0.0525940196828867
40,10.811573893631872,-0.15941713235495847,-0.23312904801680887
41,11.108615923980725,-0.2429137636677077,-0.29290318907865925
42,11.376234152362464,-0.3384105342587425,-0.3232695827311765
43,11.594678796245711,-0.44187046537574265,-0.21598072865865076
44,11.912816280760048,-0.5138336095554288,-0.16612693839685475
45,12.128097499805488,-0.5649756896643253,-0.1661755928097751
46,12.470539744424592,-0.6199464152841668,-0.17022906112918243
47,12.764020203284323,-0.6799752393178834,-0.18961608377139152
48,13.008291453353833,-0.7614075885156659,-0.37591615927012473
49,13.137829026938153,-0.8079097226751563,-0.5348576267557028
50,13.272936386720456,-0.903314616040774,-0.7264584032099489
51,13.376134519943493,-1.0023249653834574,-0.873738728479627
52,13.467983004709303,-1.1460716205288988,-1.0666434002360807
53,13.530608520078358,-1.2751996785668116,-1.2276751084352433
54,13.589308015211822,-1.5071136290260627,-1.4287607350357023
55,13.607938711933793,-1.8299628169137763,-1.5867186181622932
56,13.586013154361128,-2.1212918864953076,-1.7225408241830267
57,13.516995433364425,-2.4543407579426786,-1.751732408408185
58,13.463406713043115,-2.7361551774769732,-1.7422523971158763
59,13.397025511044376,-3.04939407038229,-1.7292231535288836
60,13.362771498629241,-3.3174878506299468,-1.5998544449603973
61,13.367804018300292,-3.4614296078818785,-1.422597464548232
62,13.371654745966294,-3.4637936615628298,-1.3216460564056083
63,13.373131685865674,-3.4957218030292423,-1.1122924039909894
64,13.378368282820658,-3.541888266725136,-0.8814672632906507
65,13.389631591668675,-3.548399728950129,-0.758214934629639
66,13.424655945040548,-3.5982288785808927,-0.5124527179848171
67,13.450620948045929,-3.617516336724774,-0.3960062621559483
68,13.503571765699757,-3.6474019525183454,-0.17355085005316048
69,13.71721794595194,-3.7341641936304515,-0.21954474530573406
70,13.78070932588019,-3.7215992617664386,-0.4035290505800092
71,13.808828951551968,-3.7047521454234777,-0.5148329669898094
72,13.835770454955853,-3.7180966490069376,-0.647165562334661
73,13.87378308471546,-3.7116292398545703,-0.8143988765678238
74,13.897024779284026,-3.7095486741552457,-1.0106232954480525
75,13.914732747074243,-3.702195938484093,-1.2289531186116986
76,13.923751461423915,-3.6940332053471425,-1.4540772200536927
77,13.927398106992555,-3.6814322713638274,-1.6884264860338822
78,13.929994013555612,-3.6944698705367967,-1.92785526434512
79,13.925817126031202,-3.6824515343475097,-1.9347835947641094
80,13.910536648751801,-3.735426815094164,-2.1822856638378205
81,13.90554171389158,-3.746318796872744,-2.4227104966222317
82,13.896497959453459,-3.790692784742728,-2.641420863277318
83,13.879178390427946,-3.8186862202812,-2.822598579037465
84,13.854559501215956,-3.8417600948702377,-2.996237970256461
85,13.870532616277037,-3.838736672950483,-3.041931152434981
86,13.859137714937704,-3.8363492119366964,-2.8752226331209716
87,13.857419160101125,-3.8268612730379257,-2.708996352268319
88,13.842756601364309,-3.827095765147536,-2.523272997150815
89,13.837765125124445,-3.8131204743896188,-2.347248441029075
90,13.836568811139735,-3.7793087720876573,-2.2098705065754274
91,13.824615418712604,-3.7555511321731605,-2.0182265169403872
92,13.808163328421328,-3.7368297126327263,-1.8295875186472856
93,13.79488162155606,-3.720326235268223,-1.6782689497679892
94,13.776182428145558,-3.692310065698199,-1.4809886123784424
95,13.798970661999034,-4.0046975691122695,-1.3650968072965366
96,13.829535819800403,-4.300052683784283,-1.4912424070985868
97,13.835235500081293,-4.574666568527568,-1.5245323158937734
98,13.83220807849707,-4.867801629650528,-1.5723291161398378
99,13.807971782187396,-5.315832460415317,-1.643104211834209
100,13.769920259082983,-5.573089612824457,-1.8209544523842198
101,13.683702972885275,-5.789172348429035,-1.9939341335221255
