timestamp,x_wheel,y_wheel,theta_wheel,x_ekf,y_ekf,theta_ekf,imu_corrected,innovation,innovation_cov,nis,kalman_gain,P
1769099703.9862893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21000000000000002,0.0,0.5238095238095238,"[[0.         0.         0.        ]
 [0.         0.         0.        ]
 [0.         0.         0.05238095]]"
1769099704.052879,0.0,0.0,0.0,0.0,0.0,-6.729483723398294e-06,-1.751720572273907e-05,-1.751720572273907e-05,0.16238095238095238,1.8897074554217046e-09,0.3841642228739003,"[[0.         0.         0.        ]
 [0.         0.         0.        ]
 [0.         0.         0.03841642]]"
1769099704.088677,0.0,0.0,0.0,0.0,0.0,-7.581213060149295e-06,-9.340387523093518e-06,-2.6109037996952232e-06,0.14841642228739005,4.5930352896278744e-11,0.3262201146018573,"[[0.         0.         0.        ]
 [0.         0.         0.        ]
 [0.         0.         0.03262201]]"
1769099704.1476932,2.5310686077177322e-05,4.003942788433079e-09,0.00031638358124297383,2.531068648217963e-05,-2.3723961280162605e-09,0.00019624408832228507,-6.784077300736602e-05,-0.0003766431411901906,0.14262201146018574,9.946575171197568e-07,0.2988459566922043,"[[9.26407617e-22 1.22197808e-16 4.38901238e-12]
 [1.22197808e-16 1.61185033e-11 5.78932730e-07]
 [4.38901238e-12 5.78932730e-07 2.98845957e-02]]"
1769099704.188721,0.0,0.0,0.0,5.320893470794581e-13,-7.411427528942004e-09,-0.00010396718539875915,-6.341943193510778e-05,5.672006098558103e-05,0.13988459566922043,2.29987104928661e-08,0.28512500235218147,"[[ 6.14865580e-19 -6.76494305e-16  1.09252893e-10]
 [-6.76494305e-16  5.73198115e-12 -1.26866641e-07]
 [ 1.09252893e-10 -1.26866641e-07  2.85125002e-02]]"
1769099704.238603,0.0,0.0,0.0,5.945562790732741e-13,-7.48396537752376e-09,-8.194710275504154e-05,-2.4770647034877413e-05,7.919653836388173e-05,0.13851250023521816,4.5281773689527626e-08,0.27804349910525955,"[[ 5.28691447e-19 -5.76427181e-16  7.88758363e-11]
 [-5.76427181e-16  5.61578121e-12 -9.15921959e-08]
 [ 7.88758363e-11 -9.15921959e-08  2.78043499e-02]]"
1769099704.286961,2.5310686077177322e-05,4.003942788433079e-09,0.00031638358124297383,2.5310686798620593e-05,-1.0501306390571945e-08,0.00017618783343046016,2.210861980733725e-05,-0.00021232785868059505,0.13780434991052598,3.271530949578765e-07,0.2743335020634086,"[[8.40206788e-19 2.08310334e-15 9.90867699e-11]
 [2.08310334e-15 1.60722656e-11 4.44220365e-07]
 [9.90867699e-11 4.44220365e-07 2.74333502e-02]]"
1769099704.3409207,0.0,0.0,0.0,9.38688697879406e-13,-1.523938284529377e-08,-9.849659057198057e-05,1.2899148817302475e-05,0.00015309489662981615,0.13743335020634087,1.7054119206804226e-07,0.2723745739308462,"[[ 1.91275927e-18 -1.13731412e-15  1.61113741e-10]
 [-1.13731412e-15  1.07046083e-11 -1.82005715e-07]
 [ 1.61113741e-10 -1.82005715e-07  2.72374574e-02]]"
1769099704.3869905,0.0,0.0,0.0,1.0121275328593062e-12,-1.5322344655831506e-08,-8.152301977062308e-05,-3.594103864290599e-05,6.25555519290746e-05,0.13723745739308463,2.851405987465004e-08,0.2713359610447068,"[[ 1.72361530e-18 -9.23643437e-16  1.17397789e-10]
 [-9.23643437e-16  1.04632305e-11 -1.32621019e-07]
 [ 1.17397789e-10 -1.32621019e-07  2.71335961e-02]]"
1769099704.454127,0.0,0.0,0.0,1.0607944285589364e-12,-1.5377322295136345e-08,-6.612940068249524e-05,-2.4674705465743685e-05,5.684831430487942e-05,0.13713359610447068,2.3566295430948746e-08,0.27078409054613933,"[[ 1.62311301e-18 -8.10108790e-16  8.56083356e-11]
 [-8.10108790e-16  1.03349736e-11 -9.67093571e-08]
 [ 8.56083356e-11 -9.67093571e-08  2.70784091e-02]]"
